Integrated_Pathway,Gene,Source_Sub_Pathway
IL-6/STAT3 Signaling,HAX1,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,HDAC1,REACTOME_STAT3_NUCLEAR_EVENTS_DOWNSTREAM_OF_ALK_SIGNALING
IL-6/STAT3 Signaling,HDAC2,REACTOME_STAT3_NUCLEAR_EVENTS_DOWNSTREAM_OF_ALK_SIGNALING
IL-6/STAT3 Signaling,HDAC3,REACTOME_STAT3_NUCLEAR_EVENTS_DOWNSTREAM_OF_ALK_SIGNALING
IL-6/STAT3 Signaling,HIF1A,REACTOME_STAT3_NUCLEAR_EVENTS_DOWNSTREAM_OF_ALK_SIGNALING
IL-6/STAT3 Signaling,HMOX1,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,IFNAR1,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,IFNGR1,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,IFNGR2,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,IL10RB,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,IL11,KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY/REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS
IL-6/STAT3 Signaling,IL11RA,KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY/REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS
IL-6/STAT3 Signaling,IL12RB1,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,IL13,KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-6/STAT3 Signaling,IL13RA1,HALLMARK_IL6_JAK_STAT3_SIGNALING/KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-6/STAT3 Signaling,IL13RA2,KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-6/STAT3 Signaling,IL15RA,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,IL17RA,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,IL17RB,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,IL18R1,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,IL1B,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,IL1R1,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,IL1R2,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,IL27,KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-6/STAT3 Signaling,IL27RA,KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-6/STAT3 Signaling,IL2RA,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,IL2RG,HALLMARK_IL6_JAK_STAT3_SIGNALING/REACTOME_STAT3_NUCLEAR_EVENTS_DOWNSTREAM_OF_ALK_SIGNALING
IL-6/STAT3 Signaling,IL31,KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY/REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS
IL-6/STAT3 Signaling,IL31RA,KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY/REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS
IL-6/STAT3 Signaling,IL3RA,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,IL4R,HALLMARK_IL6_JAK_STAT3_SIGNALING/KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-6/STAT3 Signaling,IL6,HALLMARK_IL6_JAK_STAT3_SIGNALING/KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-6/STAT3 Signaling,IL6R,KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-6/STAT3 Signaling,IL6ST,HALLMARK_IL6_JAK_STAT3_SIGNALING/KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY/REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS
IL-6/STAT3 Signaling,IL7,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,IL9R,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,INHBE,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,IRF1,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,IRF9,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,ITGA4,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,ITGB3,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,JAK1,KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY/REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS
IL-6/STAT3 Signaling,JAK2,KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY/REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS
IL-6/STAT3 Signaling,JUN,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,LEPR,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,LIF,KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY/REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS
IL-6/STAT3 Signaling,LIFR,KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY/REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS
IL-6/STAT3 Signaling,LTB,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,LTBR,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,MAP3K8,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,MYD88,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,OSM,KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY/REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS
IL-6/STAT3 Signaling,OSMR,HALLMARK_IL6_JAK_STAT3_SIGNALING/KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY/REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS
IL-6/STAT3 Signaling,PDGFC,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,PF4,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,PIK3R5,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,PIM1,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,PLA2G2A,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,PRDM1,REACTOME_STAT3_NUCLEAR_EVENTS_DOWNSTREAM_OF_ALK_SIGNALING
IL-6/STAT3 Signaling,PTPN1,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,PTPN11,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,PTPN2,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,REG1A,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,SIN3A,REACTOME_STAT3_NUCLEAR_EVENTS_DOWNSTREAM_OF_ALK_SIGNALING
IL-6/STAT3 Signaling,SOCS1,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,SOCS3,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,STAM2,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,STAT1,HALLMARK_IL6_JAK_STAT3_SIGNALING/KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-6/STAT3 Signaling,STAT2,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,STAT3,HALLMARK_IL6_JAK_STAT3_SIGNALING/KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY/REACTOME_STAT3_NUCLEAR_EVENTS_DOWNSTREAM_OF_ALK_SIGNALING
IL-6/STAT3 Signaling,STAT6,KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-6/STAT3 Signaling,TGFB1,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,TLR2,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,TNF,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,TNFRSF12A,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,TNFRSF1A,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,TNFRSF1B,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,TNFRSF21,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,TYK2,HALLMARK_IL6_JAK_STAT3_SIGNALING/KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY/REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS
Interferon Signaling,AAAS,REACTOME_INTERFERON_SIGNALING
Interferon Signaling,ABCE1,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING/REACTOME_INTERFERON_SIGNALING
Interferon Signaling,ABL1,GOBP_POSITIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION/GOBP_TYPE_II_INTERFERON_PRODUCTION
Interferon Signaling,ACOD1,GOBP_CELLULAR_RESPONSE_TO_INTERFERON_BETA/GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON/GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION/GOBP_RESPONSE_TO_INTERFERON_BETA/GOBP_RESPONSE_TO_TYPE_II_INTERFERON/GOBP_TYPE_I_INTERFERON_PRODUCTION
Interferon Signaling,ACTG1,GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON/GOBP_RESPONSE_TO_TYPE_II_INTERFERON
Interferon Signaling,ACTR2,GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON/GOBP_RESPONSE_TO_TYPE_II_INTERFERON
Interferon Signaling,ACTR3,GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON/GOBP_RESPONSE_TO_TYPE_II_INTERFERON
Interferon Signaling,ADAMTS13,GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON/GOBP_RESPONSE_TO_TYPE_II_INTERFERON
Interferon Signaling,ADAR,GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY/GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY/GOBP_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY/GOBP_RESPONSE_TO_INTERFERON_ALPHA/GOBP_RESPONSE_TO_TYPE_I_INTERFERON/HALLMARK_INTERFERON_ALPHA_RESPONSE/HALLMARK_INTERFERON_GAMMA_RESPONSE/REACTOME_INTERFERON_ALPHA_BETA_SIGNALING/REACTOME_INTERFERON_SIGNALING
Interferon Signaling,AGER,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA
Interferon Signaling,AIF1,GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON/GOBP_RESPONSE_TO_TYPE_II_INTERFERON
Interferon Signaling,AIM2,GOBP_CELLULAR_RESPONSE_TO_INTERFERON_BETA/GOBP_RESPONSE_TO_INTERFERON_BETA
Interferon Signaling,APOL6,HALLMARK_INTERFERON_GAMMA_RESPONSE
Interferon Signaling,APP,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA
Interferon Signaling,AQP4,GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON/GOBP_RESPONSE_TO_TYPE_II_INTERFERON
Interferon Signaling,ARG1,GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON/GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY/GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_TYPE_II_INTERFERON/GOBP_REGULATION_OF_RESPONSE_TO_TYPE_II_INTERFERON/GOBP_RESPONSE_TO_TYPE_II_INTERFERON/GOBP_TYPE_II_INTERFERON_MEDIATED_SIGNALING_PATHWAY
Interferon Signaling,ARID5A,GOBP_POSITIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION/GOBP_TYPE_II_INTERFERON_PRODUCTION
Interferon Signaling,ARID5B,HALLMARK_INTERFERON_GAMMA_RESPONSE
Interferon Signaling,ARIH1,REACTOME_INTERFERON_SIGNALING
Interferon Signaling,ARL4A,HALLMARK_INTERFERON_GAMMA_RESPONSE
Interferon Signaling,ARRDC4,GOBP_INTERFERON_BETA_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION/GOBP_TYPE_I_INTERFERON_PRODUCTION
Interferon Signaling,ASS1,GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON/GOBP_RESPONSE_TO_TYPE_II_INTERFERON
Interferon Signaling,ATG12,GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION/GOBP_TYPE_I_INTERFERON_PRODUCTION/REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA
Interferon Signaling,ATG5,GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION/GOBP_TYPE_I_INTERFERON_PRODUCTION/REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA
Interferon Signaling,AUTS2,HALLMARK_INTERFERON_GAMMA_RESPONSE
Interferon Signaling,AXL,GOBP_CELLULAR_RESPONSE_TO_INTERFERON_ALPHA/GOBP_NEGATIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION/GOBP_RESPONSE_TO_INTERFERON_ALPHA/GOBP_TYPE_II_INTERFERON_PRODUCTION
Interferon Signaling,AZI2,GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY/GOBP_RESPONSE_TO_TYPE_I_INTERFERON
Interferon Signaling,B2M,HALLMARK_INTERFERON_ALPHA_RESPONSE/HALLMARK_INTERFERON_GAMMA_RESPONSE/REACTOME_INTERFERON_GAMMA_SIGNALING/REACTOME_INTERFERON_SIGNALING
Interferon Signaling,BANF1,GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION/GOBP_TYPE_I_INTERFERON_PRODUCTION
Interferon Signaling,BANK1,HALLMARK_INTERFERON_GAMMA_RESPONSE
Interferon Signaling,BATF2,HALLMARK_INTERFERON_ALPHA_RESPONSE/HALLMARK_INTERFERON_GAMMA_RESPONSE
Interferon Signaling,BCL3,GOBP_POSITIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION/GOBP_TYPE_II_INTERFERON_PRODUCTION
Interferon Signaling,BECN1,REACTOME_INTERFERON_SIGNALING
Interferon Signaling,BPGM,HALLMARK_INTERFERON_GAMMA_RESPONSE
Interferon Signaling,BST2,GOBP_RESPONSE_TO_INTERFERON_ALPHA/GOBP_RESPONSE_TO_INTERFERON_BETA/GOBP_RESPONSE_TO_TYPE_II_INTERFERON/HALLMARK_INTERFERON_ALPHA_RESPONSE/HALLMARK_INTERFERON_GAMMA_RESPONSE/REACTOME_INTERFERON_ALPHA_BETA_SIGNALING/REACTOME_INTERFERON_SIGNALING
Interferon Signaling,BTG1,HALLMARK_INTERFERON_GAMMA_RESPONSE
Interferon Signaling,BTN3A1,GOBP_POSITIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION/GOBP_TYPE_II_INTERFERON_PRODUCTION
Interferon Signaling,BTN3A2,GOBP_POSITIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION/GOBP_TYPE_II_INTERFERON_PRODUCTION
Interferon Signaling,C1QBP,GOBP_NEGATIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION/GOBP_TYPE_II_INTERFERON_PRODUCTION
Interferon Signaling,C1R,HALLMARK_INTERFERON_GAMMA_RESPONSE
Interferon Signaling,C1S,HALLMARK_INTERFERON_ALPHA_RESPONSE/HALLMARK_INTERFERON_GAMMA_RESPONSE
Interferon Signaling,CACTIN,GOBP_INTERFERON_BETA_PRODUCTION/GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY/GOBP_NEGATIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION/GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY/GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION/GOBP_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY/GOBP_RESPONSE_TO_TYPE_I_INTERFERON/GOBP_TYPE_I_INTERFERON_PRODUCTION
Interferon Signaling,CALCOCO2,GOBP_RESPONSE_TO_TYPE_II_INTERFERON
Interferon Signaling,CALM1,GOBP_CELLULAR_RESPONSE_TO_INTERFERON_BETA/GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON/GOBP_RESPONSE_TO_INTERFERON_BETA/GOBP_RESPONSE_TO_TYPE_II_INTERFERON
Interferon Signaling,CAMK2A,GOBP_CELLULAR_RESPONSE_TO_INTERFERON_BETA/GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON/GOBP_RESPONSE_TO_INTERFERON_BETA/GOBP_RESPONSE_TO_TYPE_II_INTERFERON/REACTOME_INTERFERON_GAMMA_SIGNALING/REACTOME_INTERFERON_SIGNALING
Interferon Signaling,CAMK2B,REACTOME_INTERFERON_GAMMA_SIGNALING/REACTOME_INTERFERON_SIGNALING
Interferon Signaling,CAMK2D,REACTOME_INTERFERON_GAMMA_SIGNALING/REACTOME_INTERFERON_SIGNALING
Interferon Signaling,CAMK2G,REACTOME_INTERFERON_GAMMA_SIGNALING/REACTOME_INTERFERON_SIGNALING
Interferon Signaling,CAPN2,GOBP_CELLULAR_RESPONSE_TO_INTERFERON_BETA/GOBP_RESPONSE_TO_INTERFERON_BETA
Interferon Signaling,CASP1,GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON/GOBP_RESPONSE_TO_TYPE_II_INTERFERON/HALLMARK_INTERFERON_ALPHA_RESPONSE/HALLMARK_INTERFERON_GAMMA_RESPONSE
Interferon Signaling,CASP10,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA
Interferon Signaling,CASP3,HALLMARK_INTERFERON_GAMMA_RESPONSE
Interferon Signaling,CASP4,HALLMARK_INTERFERON_GAMMA_RESPONSE
Interferon Signaling,CASP7,HALLMARK_INTERFERON_GAMMA_RESPONSE
Interferon Signaling,CASP8,HALLMARK_INTERFERON_ALPHA_RESPONSE/HALLMARK_INTERFERON_GAMMA_RESPONSE/REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA
Interferon Signaling,CCL2,GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON/GOBP_RESPONSE_TO_TYPE_II_INTERFERON/HALLMARK_INTERFERON_GAMMA_RESPONSE
Interferon Signaling,CCL3,GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON/GOBP_RESPONSE_TO_TYPE_II_INTERFERON
Interferon Signaling,CCL5,GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON/GOBP_RESPONSE_TO_TYPE_II_INTERFERON/HALLMARK_INTERFERON_GAMMA_RESPONSE
Interferon Signaling,CCL7,HALLMARK_INTERFERON_GAMMA_RESPONSE
Interferon Signaling,CCR2,GOBP_POSITIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION/GOBP_TYPE_II_INTERFERON_PRODUCTION
Interferon Signaling,CCR7,GOBP_TYPE_II_INTERFERON_PRODUCTION
Interferon Signaling,CCRL2,HALLMARK_INTERFERON_ALPHA_RESPONSE
Interferon Signaling,CD14,GOBP_POSITIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION/GOBP_TYPE_II_INTERFERON_PRODUCTION/GOBP_TYPE_I_INTERFERON_PRODUCTION
Interferon Signaling,CD160,GOBP_POSITIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION/GOBP_TYPE_II_INTERFERON_PRODUCTION
Interferon Signaling,CD2,GOBP_POSITIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION/GOBP_TYPE_II_INTERFERON_PRODUCTION
Interferon Signaling,CD226,GOBP_POSITIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION/GOBP_TYPE_II_INTERFERON_PRODUCTION
Interferon Signaling,CD244,GOBP_POSITIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION/GOBP_TYPE_II_INTERFERON_PRODUCTION
Interferon Signaling,CD274,GOBP_NEGATIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION/GOBP_TYPE_II_INTERFERON_PRODUCTION/HALLMARK_INTERFERON_GAMMA_RESPONSE
Interferon Signaling,CD276,GOBP_POSITIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION/GOBP_TYPE_II_INTERFERON_PRODUCTION
Interferon Signaling,CD38,HALLMARK_INTERFERON_GAMMA_RESPONSE
Interferon Signaling,CD3E,GOBP_POSITIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION/GOBP_TYPE_II_INTERFERON_PRODUCTION
Interferon Signaling,CD40,GOBP_RESPONSE_TO_TYPE_II_INTERFERON/HALLMARK_INTERFERON_GAMMA_RESPONSE
Interferon Signaling,CD44,REACTOME_INTERFERON_GAMMA_SIGNALING/REACTOME_INTERFERON_SIGNALING
Interferon Signaling,CD47,GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON/GOBP_RESPONSE_TO_TYPE_II_INTERFERON/GOBP_TYPE_II_INTERFERON_PRODUCTION/HALLMARK_INTERFERON_ALPHA_RESPONSE
Interferon Signaling,CD58,GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON/GOBP_RESPONSE_TO_TYPE_II_INTERFERON
Interferon Signaling,CD69,HALLMARK_INTERFERON_GAMMA_RESPONSE
Interferon Signaling,CD74,GOBP_RESPONSE_TO_TYPE_II_INTERFERON/HALLMARK_INTERFERON_ALPHA_RESPONSE/HALLMARK_INTERFERON_GAMMA_RESPONSE
Interferon Signaling,CD86,HALLMARK_INTERFERON_GAMMA_RESPONSE
Interferon Signaling,CD96,GOBP_NEGATIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION/GOBP_TYPE_II_INTERFERON_PRODUCTION
Interferon Signaling,CDC34,GOBP_CELLULAR_RESPONSE_TO_INTERFERON_BETA/GOBP_RESPONSE_TO_INTERFERON_BETA
Interferon Signaling,CDC37,GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON/GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY/GOBP_REGULATION_OF_RESPONSE_TO_TYPE_II_INTERFERON/GOBP_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY/GOBP_RESPONSE_TO_TYPE_II_INTERFERON/GOBP_RESPONSE_TO_TYPE_I_INTERFERON/GOBP_TYPE_II_INTERFERON_MEDIATED_SIGNALING_PATHWAY
Interferon Signaling,CDC42,GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON/GOBP_RESPONSE_TO_TYPE_II_INTERFERON
Interferon Signaling,CDC42EP2,GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON/GOBP_RESPONSE_TO_TYPE_II_INTERFERON
Interferon Signaling,CDC42EP4,GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON/GOBP_RESPONSE_TO_TYPE_II_INTERFERON
Interferon Signaling,CDK1,REACTOME_INTERFERON_SIGNALING
Interferon Signaling,CDKN1A,HALLMARK_INTERFERON_GAMMA_RESPONSE
Interferon Signaling,CEBPG,GOBP_POSITIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION/GOBP_TYPE_II_INTERFERON_PRODUCTION
Interferon Signaling,CENPS,REACTOME_INTERFERON_SIGNALING
Interferon Signaling,CENPX,REACTOME_INTERFERON_SIGNALING
Interferon Signaling,CFB,HALLMARK_INTERFERON_GAMMA_RESPONSE
Interferon Signaling,CFH,HALLMARK_INTERFERON_GAMMA_RESPONSE
Interferon Signaling,CGAS,GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION/GOBP_TYPE_I_INTERFERON_PRODUCTION
Interferon Signaling,CH25H,GOBP_RESPONSE_TO_TYPE_I_INTERFERON
Interferon Signaling,CHUK,GOBP_INTERFERON_ALPHA_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION/GOBP_TYPE_I_INTERFERON_PRODUCTION/REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA/REACTOME_INTERFERON_SIGNALING
Interferon Signaling,CIITA,GOBP_RESPONSE_TO_TYPE_II_INTERFERON/HALLMARK_INTERFERON_GAMMA_RESPONSE/REACTOME_INTERFERON_GAMMA_SIGNALING/REACTOME_INTERFERON_SIGNALING
Interferon Signaling,CITED1,GOBP_RESPONSE_TO_TYPE_II_INTERFERON
Interferon Signaling,CLDN1,GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON/GOBP_RESPONSE_TO_TYPE_II_INTERFERON
Interferon Signaling,CLEC7A,GOBP_POSITIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION/GOBP_TYPE_II_INTERFERON_PRODUCTION
