Integrated_Pathway,Gene,Source_Sub_Pathway
P53-mediated Cell Death,ACVR1B,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,ADA,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,ADGRB1,KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,AEN,GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / HALLMARK_P53_PATHWAY
P53-mediated Cell Death,AIFM2,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES
P53-mediated Cell Death,AK1,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,AKT1,GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,AKT2,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,AKT3,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,ALOX15B,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,ANKRA2,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,ANKRD1,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOMF_P53_BINDING
P53-mediated Cell Death,APAF1,HALLMARK_P53_PATHWAY / KEGG_P53_SIGNALING_PATHWAY / REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES
P53-mediated Cell Death,APP,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,ARMC10,GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,ATAD5,GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,ATF3,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,ATM,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR_RESULTING_IN_CELL_CYCLE_ARREST / GOBP_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / KEGG_P53_SIGNALING_PATHWAY / REACTOME_REGULATION_OF_TP53_ACTIVITY / REACTOME_STABILIZATION_OF_P53 / REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES
P53-mediated Cell Death,ATR,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / KEGG_P53_SIGNALING_PATHWAY / REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,ATRIP,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,ATRX,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,AURKA,GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,AURKB,GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,AXIN1,GOMF_P53_BINDING
P53-mediated Cell Death,BAG6,GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,BAIAP2,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,BAK1,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,BANP,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,BARD1,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,BATF,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,BAX,GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / HALLMARK_P53_PATHWAY / KEGG_P53_SIGNALING_PATHWAY / REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES
P53-mediated Cell Death,BBC3,KEGG_P53_SIGNALING_PATHWAY / REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES
P53-mediated Cell Death,BCL2,GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,BCL2L14,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES / REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN
P53-mediated Cell Death,BCL3,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,BCL6,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES / REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN
P53-mediated Cell Death,BDKRB2,GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,BID,KEGG_P53_SIGNALING_PATHWAY / REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES
P53-mediated Cell Death,BIRC5,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES / REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN
P53-mediated Cell Death,BLCAP,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,BLM,GOMF_P53_BINDING / REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,BMP2,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,BNIP3L,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES
P53-mediated Cell Death,BOK,GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,BOP1,GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,BRCA1,GOMF_P53_BINDING / REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,BRCA2,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,BRD1,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,BRD4,GOMF_P53_BINDING
P53-mediated Cell Death,BRD7,GOMF_P53_BINDING / REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,BRIP1,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,BRPF1,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,BRPF3,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,BTG1,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,BTG2,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,CASP1,HALLMARK_P53_PATHWAY / REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES
P53-mediated Cell Death,CASP10,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES
P53-mediated Cell Death,CASP2,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR_RESULTING_IN_CELL_CYCLE_ARREST / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES
P53-mediated Cell Death,CASP3,KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,CASP6,GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES
P53-mediated Cell Death,CASP8,KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,CASP9,KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,CCNA1,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,CCNA2,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,CCNB1,KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,CCNB2,KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,CCNB3,KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,CCND1,KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,CCND2,HALLMARK_P53_PATHWAY / KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,CCND3,HALLMARK_P53_PATHWAY / KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,CCNE1,KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,CCNE2,KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,CCNG1,HALLMARK_P53_PATHWAY / KEGG_P53_SIGNALING_PATHWAY / REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,CCNG2,KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,CCNK,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,CCP110,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,CD44,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_NEGATIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,CD74,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_NEGATIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,CD81,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,CD82,HALLMARK_P53_PATHWAY / KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,CDH13,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,CDIP1,GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,CDK1,KEGG_P53_SIGNALING_PATHWAY / REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,CDK2,KEGG_P53_SIGNALING_PATHWAY / REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,CDK4,KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,CDK5,GOMF_P53_BINDING / REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,CDK5R1,HALLMARK_P53_PATHWAY / REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,CDK5RAP3,GOBP_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,CDK6,KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,CDKN1A,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR_RESULTING_IN_CELL_CYCLE_ARREST / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / HALLMARK_P53_PATHWAY / KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,CDKN1B,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR_RESULTING_IN_CELL_CYCLE_ARREST / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,CDKN2A,HALLMARK_P53_PATHWAY / KEGG_P53_SIGNALING_PATHWAY / REACTOME_REGULATION_OF_TP53_ACTIVITY / REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,CDKN2AIP,GOMF_P53_BINDING / HALLMARK_P53_PATHWAY
P53-mediated Cell Death,CDKN2B,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,CEBPA,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,CGRRF1,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,CHD3,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,CHD4,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,CHD5,GOBP_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,CHD8,GOMF_P53_BINDING
P53-mediated Cell Death,CHEK1,GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / KEGG_P53_SIGNALING_PATHWAY / REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,CHEK2,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR_RESULTING_IN_CELL_CYCLE_ARREST / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / KEGG_P53_SIGNALING_PATHWAY / REACTOME_REGULATION_OF_TP53_ACTIVITY / REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,CHM,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES / REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN
P53-mediated Cell Death,CLCA2,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,COP1,KEGG_P53_SIGNALING_PATHWAY / REACTOME_STABILIZATION_OF_P53
P53-mediated Cell Death,COPS3,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR_RESULTING_IN_TRANSCRIPTION_OF_P21_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,COQ8A,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,CRADD,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR_RESULTING_IN_CELL_CYCLE_ARREST / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES
P53-mediated Cell Death,CREBBP,GOMF_P53_BINDING / REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES
P53-mediated Cell Death,CSNK2A1,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,CSNK2A2,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,CSNK2B,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,CSRNP2,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,CTSD,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,CTSF,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,CYCS,KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,CYFIP2,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,DAXX,GOMF_P53_BINDING / REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,DAZAP2,GOMF_P53_BINDING
P53-mediated Cell Death,DCXR,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,DDB2,HALLMARK_P53_PATHWAY / KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,DDIT3,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,DDIT4,GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / HALLMARK_P53_PATHWAY
P53-mediated Cell Death,DDX5,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,DEF6,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,DGKA,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,DNA2,REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,DNTTIP2,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,DRAM1,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,DUSP26,GOMF_P53_BINDING
P53-mediated Cell Death,DYRK1A,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_NEGATIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,DYRK2,GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,DYRK3,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_NEGATIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,E2F1,GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,E2F2,GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,E2F7,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR_RESULTING_IN_CELL_CYCLE_ARREST / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,EDA2R,GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,EEF1E1,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,EHMT1,GOMF_P53_BINDING / REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,EHMT2,GOMF_P53_BINDING / REACTOME_REGULATION_OF_TP53_ACTIVITY
P53-mediated Cell Death,EI24,HALLMARK_P53_PATHWAY / KEGG_P53_SIGNALING_PATHWAY
P53-mediated Cell Death,EIF5A,GOBP_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,ELL3,GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
P53-mediated Cell Death,ELP1,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,EP300,GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOMF_P53_BINDING / REACTOME_REGULATION_OF_TP53_ACTIVITY
